"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Rural population (% of total population)","SP.RUR.TOTL.ZS","48.8486633300781","47.5180206298828","46.4209060668945","45.3823013305664","44.445484161377","43.9424858093262","43.5346908569336","42.9531021118164","42.2961578369141","41.2445678710938","40.1301337553741","39.3626937866211","38.459789276123","37.7233810424805","36.9806175231934","36.1763877868652","35.4667510986328","34.9188003540039","34.468620300293","34.1100642608217","33.8210543555281","33.5266189640988","33.244118520606","32.9805930126357","32.743082427774","32.5386267536069","32.3742659777206","32.2570400877011","32.1939890711346","32.1987159304671","32.284295274924","32.4510085418212","32.6810280676853","32.9596917898926","33.2723376458194","33.6043035728421","33.9409275083369","34.2675473896802","34.5695011542483","34.8321267394174","35.040762082564","35.1771876209128","35.2603788019748","35.3336462544936","35.4027366378884","35.4665789362491","35.5241021336656","35.5742352142277","35.6159071620254","35.6480469611484","35.6695835956868","35.6792550854806","35.6731620493002","35.6415938868534","35.5857065766709","35.5070376568451","35.4071246654684","35.2875051406333","35.1497166204321","34.9952966429572","34.825782746301","34.6427124685559","34.4375537125515","34.3043117991148","34.1886328550099",
"American Samoa","ASM","Rural population (% of total population)","SP.RUR.TOTL.ZS","62.369266103633","61.8474160903636","60.7127044773898","59.1028165761835","57.1474561699517","54.9763270419018","52.7191329752408","50.505577753176","48.4653651589145","46.7281989756636","45.4030356331932","44.3218817692774","43.3351980050519","42.4275764848709","41.5755144285069","40.7555090557325","39.9440575863204","39.1176572400432","38.2528052366735","37.3259987959838","36.3161648508199","35.2405193579359","34.1198173949357","32.9595909944417","31.7662187731885","30.5460793479107","29.3055513353429","28.0510133522197","26.7888440152756","25.5254219412453","24.24523863579","22.8113568723657","21.1799766656911","19.4464758915064","17.6936314164211","16.0042201070441","14.4610188299848","13.1468044518524","12.144353839256","11.5364438588049","11.3924190692778","11.446566935758","11.5669906655616","11.7427748953657","11.9638544676889","12.2201642250501","12.5016390099679","12.7982136649611","13.0998230325483","13.3964019552483","13.6809326450331","13.9715008275525","14.2838825655549","14.6153534805239","14.9648551998458","15.331329350907","15.7137175610939","16.1109614577929","16.5220026683903","16.9457828202726","17.3759219379284","17.7872908455908","18.205202295351","18.6278457291778","19.0553013038182",
"Antigua and Barbuda","ATG","Rural population (% of total population)","SP.RUR.TOTL.ZS","60.4342294847945","60.6681918346457","61.1727791781699","61.873841804674","62.7004411307841","63.5816385731261","64.4464955483259","65.2240734730096","65.8434337638032","66.2336378373325","66.3324085898603","66.3153965545658","66.2763930772819","66.2179712234231","66.1424592939284","66.0521855897366","65.9494784117868","65.836666061018","65.716076838369","65.5900390447788","65.4608809811864","65.3309309485307","65.2025172477506","65.0779681797852","64.9596120455734","64.8497771460542","64.7507917821664","64.664984254849","64.5946828650411","64.5422159136814","64.5099117017091","64.5007331128756","64.5735057655165","64.7581809966","65.0377481622238","65.3954128162194","65.8143805124184","66.2778568046522","66.7690472467523","67.2711573925502","67.7673927958773","68.2445651831941","68.7719625100854","69.3996256573049","70.094433283969","70.8262004276248","71.56474212582","72.2798734161019","72.9414093360178","73.5191649231151","73.9829552149413","74.305310140278","74.5444381411733","74.7524332332063","74.9100273892259","75","75.0760192528345","75.1499736163129","75.2218567906236","75.291662475955","75.3593843724957","75.425016180434","75.4885515999586","75.5499843312578","75.6093080745201",
"Australia","AUS","Rural population (% of total population)","SP.RUR.TOTL.ZS","18.4060868861723","18.0598831552344","17.7752847336442","17.5408055797109","17.321942213829","17.0841943685691","16.7930549955173","16.3611557703826","15.7985626164353","15.216824793041","14.7274847889325","14.4420703001424","14.3033487853684","14.1841754003917","14.0910397953731","14.0304168480486","14.0087814371686","14.0282435561197","14.0785087972075","14.1474426553984","14.2229106268425","14.292781982531","14.3699424000623","14.4627799805369","14.5524335483778","14.6200456993445","14.6467590321628","14.6418798690477","14.6302560779117","14.6163958440236","14.6048073523664","14.5999992537973","14.6092402529067","14.6339236629895","14.6699272339141","14.7131289496991","14.7594067943628","14.8046387519238","14.8447028064004","14.8754769418111","14.8928391421743","14.8518905835274","14.7157897216536","14.5902922181332","14.481232390588","14.3809128778042","14.2507455736477","14.1031480425031","13.9746183032334","13.8721860898182","13.7801399487857","13.6731053853577","13.5548740863375","13.4259484239757","13.2778710656644","13.1221357460639","12.9833704750765","12.87190733555","12.7732319154075","12.6980352111594","12.7286529541015","12.7646592367239","12.6656731746187","12.5133044346235","12.3978530009554",
"Austria","AUT","Rural population (% of total population)","SP.RUR.TOTL.ZS","50.0994400946496","49.9865905076247","49.8612671051154","49.7179611599735","49.5588307206361","49.3851994954586","49.1983911927966","48.9997295210054","48.7905381884405","48.5721409034574","48.3458613744115","48.1130574653489","47.8751005194539","47.6292352704864","47.3711489101404","47.096544096157","46.801123486277","46.4805897382414","46.1306455097911","45.7469934586671","45.3253362426102","44.8533152211264","44.2026362415009","43.3149978267563","42.2588311824809","41.0967507620322","39.8913710187671","38.705306406043","37.601171377217","36.6415803856462","35.889147884688","35.3990410854015","35.0500070653128","34.719494048383","34.414526341994","34.1370647403963","33.8890700378402","33.6725030285764","33.4893245068554","33.3414952669275","33.2309761030434","33.1591838714282","33.1112542863542","33.0736425044908","33.0441387127056","33.0202049345857","32.9993031937186","32.9788955136916","32.9564439180922","32.9294104305076","32.8952570745253","32.8515744584944","32.7914090187721","32.7018691215753","32.5845672408219","32.4423824462617","32.2781938076444","32.0948803947198","31.8953212772377","31.6823955249478","31.4589822075999","31.226398299747","31.001914872094","30.7734641723979","30.5341818903212",
"Azerbaijan","AZE","Rural population (% of total population)","SP.RUR.TOTL.ZS","51.9039764404297","51.0054626464844","50.99072265625","50.4800758361816","50.4715042114258","50.3536987304688","50.4224319458008","50.1120071411133","49.9764709472656","50.0209617614746","49.8034317279164","49.6403274536133","49.2985458374023","48.750431060791","48.3795394897461","48.018138885498","47.5973014831543","47.2992782592773","47.0516395568848","47.2785258162815","46.8468475341797","46.8071823120117","46.8116874694824","46.8497467041016","46.8809967041016","46.7791137695312","46.5904541015625","46.4830627441406","46.2673225402832","45.8760676477372","46.3039321899414","46.7585334777832","47.0814514160156","47.3007965087891","47.4988822937012","47.6883239746094","47.8783950805664","48.0729217529297","48.5327949523926","49.001748848574","48.8679161071777","48.8415184020996","48.7855834960938","48.2742004394531","47.7168006896973","47.4971466064453","47.3459854125977","47.1718444824219","46.936695098877","46.8641874565426","46.7151632285131","46.4914538106751","46.1923557723792","45.8178912568682","45.3680824073849","44.8429513671724","44.2425202794734","43.5668112875309","42.8158465345877","41.8691808022221","41.7065308238063","41.6340030255182","41.5617184145316","41.4924649516298","41.426204162283",
"Burundi","BDI","Rural population (% of total population)","SP.RUR.TOTL.ZS","98.161433435535","98.0750474878923","97.9861431544397","97.8949684994877","97.8022868345389","97.7045484451858","97.5971918986909","97.4852067910868","97.3683078674527","97.246706745423","97.1206150426322","96.9902443767148","96.855806365305","96.7175126260374","96.5755747765465","96.4302044344665","96.2816132174321","96.1300127430775","95.9756146290373","95.8187644197516","95.6565625210096","95.4859097414536","95.3076637221137","95.1228661216379","94.9325585986737","94.7377828118689","94.5395804198713","94.3389930813286","94.1370624548886","93.934830199199","93.7331124862944","93.5371858004694","93.3511946139984","93.1731508264487","93.0007546047045","92.8317061156499","92.6637055261691","92.4944530031464","92.3216487134658","92.1429928240117","91.956185501668","91.7589269133191","91.5489172258491","91.3238566061421","91.0814452210824","90.8193832375541","90.5353708224414","90.2271081426285","89.8935646616965","89.5020099565518","89.0156902664513","88.4383347769994","87.7755403195385","87.0329037254108","86.2160218259587","85.3304914525246","84.3819094364506","83.3758726090791","82.3179778017525","81.213821845813","80.0690015726029","78.8891138134646","77.6797553997403","76.4465231627724","75.1697161348975",
"Belgium","BEL","Rural population (% of total population)","SP.RUR.TOTL.ZS","34.1319556180043","33.7753770576977","33.4101507867326","32.9872320836516","32.5078312534048","31.9883830835938","31.4453223618205","30.8950838756867","30.354102412794","29.8388127607442","29.3656497071391","28.940574801392","28.5285247459247","28.1159555597783","27.7049357667034","27.2955943318542","26.8880602203848","26.4824623974492","26.0789298282016","25.677591477796","25.2785763113866","24.8820132941274","24.4880313911726","24.0967595676761","23.7083267887922","23.322862019675","22.9404942254784","22.5613523713567","22.1855654224639","21.8132623439541","21.4445721009814","21.0796236586999","20.7185459822637","20.3614680368269","20.0085187875436","19.6598271995679","19.3155222380539","18.9757328681556","18.6405880550273","18.3102167638229","17.9847479596965","17.6643106078024","17.3490336732945","17.0390461213269","16.7344769170539","16.4354550256293","16.1421094122074","15.8545690419423","15.572962879988","15.2974198914986","15.0280690416283","14.7650392955311","14.5084596183612","14.2584589752725","14.0151663314193","13.7787106519556","13.5492209020355","13.3268260468131","13.1116550514425","12.9038368810778","12.7035005008731","12.5694435909365","12.510799730145","12.448507363228","12.3873442989473",
"Benin","BEN","Rural population (% of total population)","SP.RUR.TOTL.ZS","90.2103685857334","89.7505306874018","89.1982556219458","88.5543165018536","87.8281680095396","87.0292648274182","86.1670616379038","85.2510131234108","84.2905739663536","83.2951988491466","82.2743424542041","81.2374594639405","80.1940045607702","79.1534324271077","78.1251977453672","77.1187551979633","76.1435594673102","75.2090652358224","74.3247271859142","73.5","72.6979628824263","71.880793237945","71.056593049579","70.2334643003508","69.4195089732833","68.6228290513992","67.8515265177212","67.1137033552721","66.4174615470746","65.7709030761514","65.1821299255253","64.659244078219","64.2102381604931","63.818058771306","63.4726745802943","63.1614863096319","62.873224373963","62.5966191879323","62.320401166184","62.0333007233626","61.7240482741125","61.3813742330782","60.9964930127019","60.5830303986956","60.1474300921258","59.6902250993483","59.2122205927551","58.7142217447382","58.1970337276895","57.661461714001","57.1083108760647","56.5383863862724","55.9524934170162","55.3497116330681","54.7119470764001","54.0592596742337","53.3905440993336","52.7057225119609","52.0047170724037","51.2874499409752","50.5538432780104","49.8038192438646","49.0372999989113","48.2542077035407","47.4544645181577",
"Burkina Faso","BFA","Rural population (% of total population)","SP.RUR.TOTL.ZS","94.9642887115479","94.8833627700806","94.8011422157288","94.7175965309143","94.6327228546143","94.546462059021","94.4588327407837","94.3697934150696","94.2793326377869","94.187388420105","94.0939908027649","93.9990954399109","93.902672290802","93.8046789169312","93.7051405906677","93.6166523460665","93.4605967633497","93.153539201521","92.7189728652646","92.1858161019791","91.5829872590631","90.9394046839154","90.2839867239346","89.6456517265193","89.0533180390682","88.5418526840141","88.1106866822205","87.73441165739","87.3911892714977","87.0713925836809","86.7653946530768","86.4635685388228","86.1562873000562","85.8339239959142","85.4868516855342","85.1054434280535","84.6808551971156","84.1858716134189","83.5569062581884","82.8165828836577","81.9996496670556","81.1408547856107","80.274946416552","79.436672737108","78.6607819245076","77.9820221559796","77.4471693091257","77.0258239171807","76.6366252161443","76.2547674398884","75.884907501842","75.5317023154343","75.1998087940946","74.893883851252","74.6185844003357","74.378567354775","74.178489627999","74.0230081334368","73.9167797845178","73.8812745598843","73.6421626371373","73.1885692256983","72.7208630257288","72.2127521634842","71.6647485103338",
"Bangladesh","BGD","Rural population (% of total population)","SP.RUR.TOTL.ZS","94.8878221511841","94.7228890798264","94.534418725752","94.3439504453585","94.145065193576","93.9349518804153","93.710799415887","93.4697967100022","93.2091326727714","92.9259962142057","92.6175762443157","92.2810616731123","91.9136414106063","91.5125043668085","91.0438276458513","90.3654839688982","89.4486635643079","88.3972942541677","87.3002761035273","86.2465091774364","85.3248935409447","84.6063365379105","83.9932493650543","83.4143175772439","82.8711416592214","82.3596775348434","81.8758811279663","81.4157083624464","80.9751151621402","80.5500574509041","80.1364911525946","79.7333142130067","79.3516668578411","78.997154732868","78.6616840898968","78.338768449434","78.0219213319862","77.7046562580599","77.3804867481616","77.042926322798","76.6854885024756","76.3000785231377","75.8867616452668","75.4474442487375","74.9905190113899","74.5230459298491","74.0520850007404","73.584696220689","73.12793958632","72.6888750942588","72.2745627411304","71.8899837287573","71.5212027105424","71.1592963893237","70.8055557678987","70.4604900522108","70.1246084482035","69.7984201618201","69.4824343990041","69.1771603656988","68.8831072678476","68.6007843113939","68.326265273766","67.8421534963166","67.3216803676693",
"Bulgaria","BGR","Rural population (% of total population)","SP.RUR.TOTL.ZS","62.8896636962891","61.5855293273926","60.6986198425293","59.7215957641602","56.9619255065918","54.3002505736646","52.9958801269531","51.9976234436035","50.9903755187988","49.4039611816406","47.6766128540039","46.1814765930176","44.8258323669434","43.7275657653809","41.9140090942383","41.9908611518696","41.5060997009277","40.5817451477051","39.482837677002","38.5209503173828","37.8586349487305","36.9895172119141","36.1113624572754","35.3542022705078","34.3896255493164","35.0440066929044","34.7492904663086","33.9983520507812","33.296989440918","32.6869201660156","32.9611968994141","32.9119720458984","32.8493117799663","32.5724716186523","32.2774887084961","32.1664581298828","32.3018035888672","32.3405532836914","32.1345977783203","31.9520034790039","31.7368545532227","30.803288016436","30.5140838623047","30.2191543579102","30.0806655883789","29.9130401611328","29.4924774169922","29.3155822753906","29.097900390625","28.6982650756836","28.4850692749023","27.3898346114468","27.2315139770508","27.0367178427981","26.9155120849609","26.8969421386719","26.8249969482422","26.6095428466797","26.399787902832","26.2837677001953","26.6760101318359","26.653234381959","26.5200835994776","26.2677328415387","26.0500643117519",
"Bahrain","BHR","Rural population (% of total population)","SP.RUR.TOTL.ZS","17.7052307715094","17.6744758928023","17.6502343650096","17.6331212320566","17.6237515378687","17.6818285661269","18.1702552492941","19.0435053559617","20.0685440670238","21.0250378576824","21.6926532031393","21.8681301833429","21.8128235042784","21.6876357449667","21.5016671547741","21.2631680965576","20.9803889331738","20.6615800274796","20.3149917423318","19.9488744405871","19.5714784851023","19.1732683629681","18.6239920906458","17.8669938109542","16.9698923381128","15.9899621254776","14.9844776264044","14.0107132942492","13.1259435823679","12.3874429441162","11.8524858328503","11.5858317420942","11.5622733779145","11.6036613775877","11.6727468353425","11.7605203375871","11.8579724707296","11.956093821178","12.0458749753405","12.1183065196253","12.1643790404403","12.1602853849106","11.8572132404125","11.1674660305882","10.1430994020704","8.831834498579","7.2813924638339","5.53949444155499","3.6538615754624","1.6722150092757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Bahamas, The","BHS","Rural population (% of total population)","SP.RUR.TOTL.ZS","42.3997330467671","41.9531106625347","41.4669261828616","40.9199423088823","40.3089738267588","39.6370134944325","38.9146551957779","38.1479466867852","37.3429357234443","36.5056700617457","35.6421974576792","34.7585656672352","33.8608224464037","32.9550155511749","32.047192737539","31.143401761486","30.2496903790062","29.3721063460897","28.5166974187267","27.6895113529072","26.8916224494604","26.0556484216045","25.1467703689645","24.2038302934574","23.2620031861536","22.3564640381238","21.5223878404382","20.7949495841674","20.2093242603817","19.8006868601518","19.598466950984","19.4996714360251","19.418846398516","19.3542674799807","19.3012670156068","19.2551773405816","19.2113307900925","19.1650596993271","19.1116964034726","19.0465732377166","18.9638838432316","18.847279475207","18.6945793169358","18.5180385404459","18.3291589116573","18.1394421964898","17.9603901608636","17.8035045706985","17.6802871919145","17.6022397904316","17.5801895568407","17.5869652529692","17.6052514660075","17.6364208899132","17.6819068962957","17.7431428567639","17.8215621429272","17.9185981263948","18.0356841787759","18.1742536716796","18.3357399767151","18.5215764654917","18.6799282952275","18.6786200826324","18.6750737033519",
